Title,URL,Description,Details,ShortDetails,Resource,Type,Identifiers,Db,EntrezUID,Properties
"Identification of Gene Modules Associated with Low Temperatures Response in Bambara Groundnut by Network-Based Analysis.","/pubmed/26859686","Bonthala VS, Mayes K, Moreton J, Blythe M, Wright V, May ST, Massawe F, Mayes S, Twycross J.","PLoS One. 2016 Feb 9;11(2):e0148771. doi: 10.1371/journal.pone.0148771. eCollection 2016.","PLoS One.  2016","PubMed","citation","PMID:26859686 | PMCID:PMC4747569","pubmed","26859686","create date:2016/02/10 | first author:Bonthala VS",
"A somatic mutation of GFI1B identified in leukemia alters cell fate via a SPI1 (PU.1) centered genetic regulatory network.","/pubmed/26851695","Anguita E, Gupta R, Olariu V, Valk PJ, Peterson C, Delwel R, Enver T.","Dev Biol. 2016 Mar 15;411(2):277-86. doi: 10.1016/j.ydbio.2016.02.002. Epub 2016 Feb 3.","Dev Biol.  2016","PubMed","citation","PMID:26851695","pubmed","26851695","create date:2016/02/07 | first author:Anguita E",
"Exploiting the hypoxia sensitive non-coding genome for organ-specific physiologic reprogramming.","/pubmed/26851074","Bischof C, Krishnan J.","Biochim Biophys Acta. 2016 Jul;1863(7 Pt B):1782-90. doi: 10.1016/j.bbamcr.2016.01.024. Epub 2016 Feb 3. Review.","Biochim Biophys Acta.  2016","PubMed","citation","PMID:26851074","pubmed","26851074","create date:2016/02/07 | first author:Bischof C",
"Functional and molecular characterization of mouse Gata2-independent hematopoietic progenitors.","/pubmed/26834239","Kaimakis P, de Pater E, Eich C, Solaimani Kartalaei P, Kauts ML, Vink CS, van der Linden R, Jaegle M, Yokomizo T, Meijer D, Dzierzak E.","Blood. 2016 Mar 17;127(11):1426-37. doi: 10.1182/blood-2015-10-673749. Epub 2016 Feb 1.","Blood.  2016","PubMed","citation","PMID:26834239 | PMCID:PMC4797020","pubmed","26834239","create date:2016/02/03 | first author:Kaimakis P",
"Leptin and Pro-Inflammatory Stimuli Synergistically Upregulate MMP-1 and MMP-3 Secretion in Human Gingival Fibroblasts.","/pubmed/26829555","Williams RC, Skelton AJ, Todryk SM, Rowan AD, Preshaw PM, Taylor JJ.","PLoS One. 2016 Feb 1;11(2):e0148024. doi: 10.1371/journal.pone.0148024. eCollection 2016.","PLoS One.  2016","PubMed","citation","PMID:26829555 | PMCID:PMC4734666","pubmed","26829555","create date:2016/02/02 | first author:Williams RC",
Title,URL,Description,Details,ShortDetails,Resource,Type,Identifiers,Db,EntrezUID,Properties
"De novo transcriptome assembly of Perkinsus olseni trophozoite stimulated in vitro with Manila clam (Ruditapes philippinarum) plasma.","/pubmed/26820448","Hasanuzzaman AF, Robledo D, Gómez-Tato A, Alvarez-Dios JA, Harrison PW, Cao A, Fernández-Boo S, Villalba A, Pardo BG, Martínez P.","J Invertebr Pathol. 2016 Mar;135:22-33. doi: 10.1016/j.jip.2016.01.009. Epub 2016 Jan 25.","J Invertebr Pathol.  2016","PubMed","citation","PMID:26820448","pubmed","26820448","create date:2016/01/29 | first author:Hasanuzzaman AF",
"The Iflaviruses Sacbrood virus and Deformed wing virus evoke different transcriptional responses in the honeybee which may facilitate their horizontal or vertical transmission.","/pubmed/26819848","Ryabov EV, Fannon JM, Moore JD, Wood GR, Evans DJ.","PeerJ. 2016 Jan 18;4:e1591. doi: 10.7717/peerj.1591. eCollection 2016.","PeerJ.  2016","PubMed","citation","PMID:26819848 | PMCID:PMC4727977","pubmed","26819848","create date:2016/01/29 | first author:Ryabov EV",
"A Specific Transcriptome Signature for Guard Cells from the C4 Plant Gynandropsis gynandra.","/pubmed/26818731","Aubry S, Aresheva O, Reyna-Llorens I, Smith-Unna RD, Hibberd JM, Genty B.","Plant Physiol. 2016 Mar;170(3):1345-57. doi: 10.1104/pp.15.01203. Epub 2016 Jan 27.","Plant Physiol.  2016","PubMed","citation","PMID:26818731 | PMCID:PMC4775106","pubmed","26818731","create date:2016/01/29 | first author:Aubry S",
"Generation of 2,000 breast cancer metabolic landscapes reveals a poor prognosis group with active serotonin production.","/pubmed/26813959","Leoncikas V, Wu H, Ward LT, Kierzek AM, Plant NJ.","Sci Rep. 2016 Jan 27;6:19771. doi: 10.1038/srep19771.","Sci Rep.  2016","PubMed","citation","PMID:26813959 | PMCID:PMC4728432","pubmed","26813959","create date:2016/01/28 | first author:Leoncikas V",
"Post-transcriptional Control of Tumor Cell Autonomous Metastatic Potential by CCR4-NOT Deadenylase CNOT7.","/pubmed/26807845","Faraji F, Hu Y, Yang HH, Lee MP, Winkler GS, Hafner M, Hunter KW.","PLoS Genet. 2016 Jan 25;12(1):e1005820. doi: 10.1371/journal.pgen.1005820. eCollection 2016 Jan.","PLoS Genet.  2016","PubMed","citation","PMID:26807845 | PMCID:PMC4726497","pubmed","26807845","create date:2016/01/26 | first author:Faraji F",
"Assessment of Minimal Residual Disease in Standard-Risk AML.","/pubmed/26789727","Ivey A, Hills RK, Simpson MA, Jovanovic JV, Gilkes A, Grech A, Patel Y, Bhudia N, Farah H, Mason J, Wall K, Akiki S, Griffiths M, Solomon E, McCaughan F, Linch DC, Gale RE, Vyas P, Freeman SD, Russell N, Burnett AK, Grimwade D; et al.","N Engl J Med. 2016 Feb 4;374(5):422-33. doi: 10.1056/NEJMoa1507471. Epub 2016 Jan 20.","N Engl J Med.  2016","PubMed","citation","PMID:26789727","pubmed","26789727","create date:2016/01/21 | first author:Ivey A",
"Mobile small RNAs regulate genome-wide DNA methylation.","/pubmed/26787884","Lewsey MG, Hardcastle TJ, Melnyk CW, Molnar A, Valli A, Urich MA, Nery JR, Baulcombe DC, Ecker JR.","Proc Natl Acad Sci U S A. 2016 Feb 9;113(6):E801-10. doi: 10.1073/pnas.1515072113. Epub 2016 Jan 19.","Proc Natl Acad Sci U S A.  2016","PubMed","citation","PMID:26787884 | PMCID:PMC4760824","pubmed","26787884","create date:2016/01/21 | first author:Lewsey MG",
"Targeted deletion of miR-132/-212 impairs memory and alters the hippocampal transcriptome.","/pubmed/26773099","Hansen KF, Sakamoto K, Aten S, Snider KH, Loeser J, Hesse AM, Page CE, Pelz C, Arthur JS, Impey S, Obrietan K.","Learn Mem. 2016 Jan 15;23(2):61-71. doi: 10.1101/lm.039578.115. Print 2016 Feb.","Learn Mem.  2016","PubMed","citation","PMID:26773099 | PMCID:PMC4749831","pubmed","26773099","create date:2016/01/17 | first author:Hansen KF",
"DNA Hypomethylation and Histone Variant macroH2A1 Synergistically Attenuate Chemotherapy-Induced Senescence to Promote Hepatocellular Carcinoma Progression.","/pubmed/26772755","Borghesan M, Fusilli C, Rappa F, Panebianco C, Rizzo G, Oben JA, Mazzoccoli G, Faulkes C, Pata I, Agodi A, Rezaee F, Minogue S, Warren A, Peterson A, Sedivy JM, Douet J, Buschbeck M, Cappello F, Mazza T, Pazienza V, Vinciguerra M.","Cancer Res. 2016 Feb 1;76(3):594-606. doi: 10.1158/0008-5472.CAN-15-1336. Epub 2016 Jan 15.","Cancer Res.  2016","PubMed","citation","PMID:26772755 | PMCID:PMC4785885","pubmed","26772755","create date:2016/01/17 | first author:Borghesan M",
"Systems biology of immunity to MF59-adjuvanted versus nonadjuvanted trivalent seasonal influenza vaccines in early childhood.","/pubmed/26755593","Nakaya HI, Clutterbuck E, Kazmin D, Wang L, Cortese M, Bosinger SE, Patel NB, Zak DE, Aderem A, Dong T, Del Giudice G, Rappuoli R, Cerundolo V, Pollard AJ, Pulendran B, Siegrist CA.","Proc Natl Acad Sci U S A. 2016 Feb 16;113(7):1853-8. doi: 10.1073/pnas.1519690113. Epub 2016 Jan 11.","Proc Natl Acad Sci U S A.  2016","PubMed","citation","PMID:26755593 | PMCID:PMC4763735","pubmed","26755593","create date:2016/01/13 | first author:Nakaya HI",
"Preferential Allele Expression Analysis Identifies Shared Germline and Somatic Driver Genes in Advanced Ovarian Cancer.","/pubmed/26735499","Halabi NM, Martinez A, Al-Farsi H, Mery E, Puydenus L, Pujol P, Khalak HG, McLurcan C, Ferron G, Querleu D, Al-Azwani I, Al-Dous E, Mohamoud YA, Malek JA, Rafii A.","PLoS Genet. 2016 Jan 6;12(1):e1005755. doi: 10.1371/journal.pgen.1005755. eCollection 2016 Jan. Erratum in: PLoS Genet. 2016 Feb;12(2):e1005892. ","PLoS Genet.  2016","PubMed","citation","PMID:26735499 | PMCID:PMC4703369","pubmed","26735499","create date:2016/01/07 | first author:Halabi NM",
"RNA Binding Proteins RZ-1B and RZ-1C Play Critical Roles in Regulating Pre-mRNA Splicing and Gene Expression during Development in Arabidopsis.","/pubmed/26721863","Wu Z, Zhu D, Lin X, Miao J, Gu L, Deng X, Yang Q, Sun K, Zhu D, Cao X, Tsuge T, Dean C, Aoyama T, Gu H, Qu LJ.","Plant Cell. 2016 Jan;28(1):55-73. doi: 10.1105/tpc.15.00949. Epub 2015 Dec 31.","Plant Cell.  2016","PubMed","citation","PMID:26721863 | PMCID:PMC4746689","pubmed","26721863","create date:2016/01/02 | first author:Wu Z",
"Defining the Microglia Response during the Time Course of Chronic Neurodegeneration.","/pubmed/26719249","Vincenti JE, Murphy L, Grabert K, McColl BW, Cancellotti E, Freeman TC, Manson JC.","J Virol. 2015 Dec 30;90(6):3003-17. doi: 10.1128/JVI.02613-15.","J Virol.  2015","PubMed","citation","PMID:26719249 | PMCID:PMC4810622","pubmed","26719249","create date:2016/01/01 | first author:Vincenti JE",
"Identification and Characterization of the Iridoid Synthase Involved in Oleuropein Biosynthesis in Olive (Olea europaea) Fruits.","/pubmed/26709230","Alagna F, Geu-Flores F, Kries H, Panara F, Baldoni L, O'Connor SE, Osbourn A.","J Biol Chem. 2016 Mar 11;291(11):5542-54. doi: 10.1074/jbc.M115.701276. Epub 2015 Dec 26.","J Biol Chem.  2016","PubMed","citation","PMID:26709230 | PMCID:PMC4786697","pubmed","26709230","create date:2015/12/29 | first author:Alagna F",
"A Transcriptional Signature of Fatigue Derived from Patients with Primary Sjögren's Syndrome.","/pubmed/26694930","James K, Al-Ali S, Tarn J, Cockell SJ, Gillespie CS, Hindmarsh V, Locke J, Mitchell S, Lendrem D, Bowman S, Price E, Pease CT, Emery P, Lanyon P, Hunter JA, Gupta M, Bombardieri M, Sutcliffe N, Pitzalis C, McLaren J, Cooper A, Regan M, et al.","PLoS One. 2015 Dec 22;10(12):e0143970. doi: 10.1371/journal.pone.0143970. eCollection 2015.","PLoS One.  2015","PubMed","citation","PMID:26694930 | PMCID:PMC4687914","pubmed","26694930","create date:2015/12/24 | first author:James K",
"Interleukin-17A as a Biomarker for Bovine Tuberculosis.","/pubmed/26677202","Waters WR, Maggioli MF, Palmer MV, Thacker TC, McGill JL, Vordermeier HM, Berney-Meyer L, Jacobs WR Jr, Larsen MH.","Clin Vaccine Immunol. 2015 Dec 16;23(2):168-80. doi: 10.1128/CVI.00637-15.","Clin Vaccine Immunol.  2015","PubMed","citation","PMID:26677202 | PMCID:PMC4744917","pubmed","26677202","create date:2015/12/18 | first author:Waters WR",
"Hierarchical deconstruction of mouse olfactory sensory neurons: from whole mucosa to single-cell RNA-seq.","/pubmed/26670777","Saraiva LR, Ibarra-Soria X, Khan M, Omura M, Scialdone A, Mombaerts P, Marioni JC, Logan DW.","Sci Rep. 2015 Dec 16;5:18178. doi: 10.1038/srep18178.","Sci Rep.  2015","PubMed","citation","PMID:26670777 | PMCID:PMC4680959","pubmed","26670777","create date:2015/12/17 | first author:Saraiva LR",
"Prorenin Receptor Homologue VHA-20 is Critical for Intestinal pH Regulation, Ion and Water Management and Larval Development in C. elegans.","/pubmed/26667573","Zima V, Šebková K, Šimečková K, Dvořák T, Saudek V, Kostrouchová M.","Folia Biol (Praha). 2015;61(5):168-77.","Folia Biol (Praha).  2015","PubMed","citation","PMID:26667573","pubmed","26667573","create date:2015/12/17 | first author:Zima V",
"Circular RNA enrichment in platelets is a signature of transcriptome degradation.","/pubmed/26660425","Alhasan AA, Izuogu OG, Al-Balool HH, Steyn JS, Evans A, Colzani M, Ghevaert C, Mountford JC, Marenah L, Elliott DJ, Santibanez-Koref M, Jackson MS.","Blood. 2016 Mar 3;127(9):e1-e11. doi: 10.1182/blood-2015-06-649434. Epub 2015 Dec 10.","Blood.  2016","PubMed","citation","PMID:26660425 | PMCID:PMC4797142","pubmed","26660425","create date:2015/12/15 | first author:Alhasan AA",
"The Pratylenchus penetrans Transcriptome as a Source for the Development of Alternative Control Strategies: Mining for Putative Genes Involved in Parasitism and Evaluation of in planta RNAi.","/pubmed/26658731","Vieira P, Eves-van den Akker S, Verma R, Wantoch S, Eisenback JD, Kamo K.","PLoS One. 2015 Dec 14;10(12):e0144674. doi: 10.1371/journal.pone.0144674. eCollection 2015.","PLoS One.  2015","PubMed","citation","PMID:26658731 | PMCID:PMC4684371","pubmed","26658731","create date:2015/12/15 | first author:Vieira P",
"The Epitranscriptome and Innate Immunity.","/pubmed/26658668","O'Connell MA, Mannion NM, Keegan LP.","PLoS Genet. 2015 Dec 10;11(12):e1005687. doi: 10.1371/journal.pgen.1005687. eCollection 2015 Dec. Review.","PLoS Genet.  2015","PubMed","citation","PMID:26658668 | PMCID:PMC4675516","pubmed","26658668","create date:2015/12/15 | first author:O'Connell MA",
"Investigating the Influence of Ribavirin on Human Respiratory Syncytial Virus RNA Synthesis by Using a High-Resolution Transcriptome Sequencing Approach.","/pubmed/26656699","Aljabr W, Touzelet O, Pollakis G, Wu W, Munday DC, Hughes M, Hertz-Fowler C, Kenny J, Fearns R, Barr JN, Matthews DA, Hiscox JA.","J Virol. 2016 Apr 29;90(10):4876-88. doi: 10.1128/JVI.02349-15. Print 2016 May 15.","J Virol.  2016","PubMed","citation","PMID:26656699 | PMCID:PMC4859727","pubmed","26656699","create date:2015/12/15 | first author:Aljabr W",
"Identification of MEDIATOR16 as the Arabidopsis COBRA suppressor MONGOOSE1.","/pubmed/26655738","Sorek N, Szemenyei H, Sorek H, Landers A, Knight H, Bauer S, Wemmer DE, Somerville CR.","Proc Natl Acad Sci U S A. 2015 Dec 29;112(52):16048-53. doi: 10.1073/pnas.1521675112. Epub 2015 Dec 11.","Proc Natl Acad Sci U S A.  2015","PubMed","citation","PMID:26655738 | PMCID:PMC4703005","pubmed","26655738","create date:2015/12/15 | first author:Sorek N",
"Rapamycin reduces fibroblast proliferation without causing quiescence and induces STAT5A/B-mediated cytokine production.","/pubmed/26652669","Gillespie ZE, MacKay K, Sander M, Trost B, Dawicki W, Wickramarathna A, Gordon J, Eramian M, Kill IR, Bridger JM, Kusalik A, Mitchell JA, Eskiw CH.","Nucleus. 2015;6(6):490-506. doi: 10.1080/19491034.2015.1128610.","Nucleus.  2015","PubMed","citation","PMID:26652669 | PMCID:PMC4915505","pubmed","26652669","create date:2015/12/15 | first author:Gillespie ZE",
"An Immunogenetic Signature of Ongoing Antigen Interactions in Splenic Marginal Zone Lymphoma Expressing IGHV1-2*04 Receptors.","/pubmed/26647217","Bikos V, Karypidou M, Stalika E, Baliakas P, Xochelli A, Sutton LA, Papadopoulos G, Agathangelidis A, Papadopoulou E, Davis Z, Algara P, Kanellis G, Traverse-Glehen A, Mollejo M, Anagnostopoulos A, Ponzoni M, Gonzalez D, Pospisilova S, Matutes E, Piris MA, Papadaki T, Ghia P, et al.","Clin Cancer Res. 2016 Apr 15;22(8):2032-40. doi: 10.1158/1078-0432.CCR-15-1170. Epub 2015 Dec 8.","Clin Cancer Res.  2016","PubMed","citation","PMID:26647217","pubmed","26647217","create date:2015/12/10 | first author:Bikos V",
"Bromodomain Proteins Contribute to Maintenance of Bloodstream Form Stage Identity in the African Trypanosome.","/pubmed/26646171","Schulz D, Mugnier MR, Paulsen EM, Kim HS, Chung CW, Tough DF, Rioja I, Prinjha RK, Papavasiliou FN, Debler EW.","PLoS Biol. 2015 Dec 8;13(12):e1002316. doi: 10.1371/journal.pbio.1002316. eCollection 2015 Dec.","PLoS Biol.  2015","PubMed","citation","PMID:26646171 | PMCID:PMC4672894","pubmed","26646171","create date:2015/12/10 | first author:Schulz D",
"A Systems Oncology Approach Identifies NT5E as a Key Metabolic Regulator in Tumor Cells and Modulator of Platinum Sensitivity.","/pubmed/26629888","Nevedomskaya E, Perryman R, Solanki S, Syed N, Mayboroda OA, Keun HC.","J Proteome Res. 2016 Jan 4;15(1):280-90. doi: 10.1021/acs.jproteome.5b00793. Epub 2015 Dec 17.","J Proteome Res.  2016","PubMed","citation","PMID:26629888","pubmed","26629888","create date:2015/12/03 | first author:Nevedomskaya E",
"Unbiased high-throughput characterization of mussel transcriptomic responses to sublethal concentrations of the biotoxin okadaic acid.","/pubmed/26618092","Suarez-Ulloa V, Fernandez-Tajes J, Aguiar-Pulido V, Prego-Faraldo MV, Florez-Barros F, Sexto-Iglesias A, Mendez J, Eirin-Lopez JM.","PeerJ. 2015 Nov 19;3:e1429. doi: 10.7717/peerj.1429. eCollection 2015.","PeerJ.  2015","PubMed","citation","PMID:26618092 | PMCID:PMC4655091","pubmed","26618092","create date:2015/12/01 | first author:Suarez-Ulloa V",
"The Physarum polycephalum Genome Reveals Extensive Use of Prokaryotic Two-Component and Metazoan-Type Tyrosine Kinase Signaling.","/pubmed/26615215","Schaap P, Barrantes I, Minx P, Sasaki N, Anderson RW, Bénard M, Biggar KK, Buchler NE, Bundschuh R, Chen X, Fronick C, Fulton L, Golderer G, Jahn N, Knoop V, Landweber LF, Maric C, Miller D, Noegel AA, Peace R, Pierron G, Sasaki T, et al.","Genome Biol Evol. 2015 Nov 27;8(1):109-25. doi: 10.1093/gbe/evv237.","Genome Biol Evol.  2015","PubMed","citation","PMID:26615215 | PMCID:PMC4758236","pubmed","26615215","create date:2015/11/29 | first author:Schaap P",
"Purine catabolic pathway revealed by transcriptomics in the model marine bacterium Ruegeria pomeroyi DSS-3.","/pubmed/26613749","Cunliffe M.","FEMS Microbiol Ecol. 2016 Jan;92(1). pii: fiv150. doi: 10.1093/femsec/fiv150. Epub 2015 Nov 26.","FEMS Microbiol Ecol.  2016","PubMed","citation","PMID:26613749","pubmed","26613749","create date:2015/11/29 | first author:Cunliffe M",
"Mitochondrial Involvement in Vertebrate Speciation? The Case of Mito-nuclear Genetic Divergence in Chameleons.","/pubmed/26590214","Bar-Yaacov D, Hadjivasiliou Z, Levin L, Barshad G, Zarivach R, Bouskila A, Mishmar D.","Genome Biol Evol. 2015 Nov 19;7(12):3322-36. doi: 10.1093/gbe/evv226.","Genome Biol Evol.  2015","PubMed","citation","PMID:26590214 | PMCID:PMC4700957","pubmed","26590214","create date:2015/11/22 | first author:Bar-Yaacov D",
"Elf5-centered transcription factor hub controls trophoblast stem cell self-renewal and differentiation through stoichiometry-sensitive shifts in target gene networks.","/pubmed/26584622","Latos PA, Sienerth AR, Murray A, Senner CE, Muto M, Ikawa M, Oxley D, Burge S, Cox BJ, Hemberger M.","Genes Dev. 2015 Dec 1;29(23):2435-48. doi: 10.1101/gad.268821.115. Epub 2015 Nov 19.","Genes Dev.  2015","PubMed","citation","PMID:26584622 | PMCID:PMC4691948","pubmed","26584622","create date:2015/11/21 | first author:Latos PA",
"Functional Conservation of the Glide/Gcm Regulatory Network Controlling Glia, Hemocyte, and Tendon Cell Differentiation in Drosophila.","/pubmed/26567182","Cattenoz PB, Popkova A, Southall TD, Aiello G, Brand AH, Giangrande A.","Genetics. 2016 Jan;202(1):191-219. doi: 10.1534/genetics.115.182154. Epub 2015 Nov 13.","Genetics.  2016","PubMed","citation","PMID:26567182 | PMCID:PMC4701085","pubmed","26567182","create date:2015/11/15 | first author:Cattenoz PB",
"Co-Transcriptomes of Initial Interactions In Vitro between Streptococcus Pneumoniae and Human Pleural Mesothelial Cells.","/pubmed/26566142","Heath CJ, del Mar Cendra M, Watson A, Auger JP, Pandey A, Tighe P, Christodoulides M.","PLoS One. 2015 Nov 13;10(11):e0142773. doi: 10.1371/journal.pone.0142773. eCollection 2015.","PLoS One.  2015","PubMed","citation","PMID:26566142 | PMCID:PMC4643877","pubmed","26566142","create date:2015/11/14 | first author:Heath CJ",
"RNA-seq Brings New Insights to the Intra-Macrophage Transcriptome of Salmonella Typhimurium.","/pubmed/26561851","Srikumar S, Kröger C, Hébrard M, Colgan A, Owen SV, Sivasankaran SK, Cameron AD, Hokamp K, Hinton JC.","PLoS Pathog. 2015 Nov 12;11(11):e1005262. doi: 10.1371/journal.ppat.1005262. eCollection 2015.","PLoS Pathog.  2015","PubMed","citation","PMID:26561851 | PMCID:PMC4643027","pubmed","26561851","create date:2015/11/13 | first author:Srikumar S",
"A Diversity of Conserved and Novel Ovarian MicroRNAs in the Speckled Wood (Pararge aegeria).","/pubmed/26556800","Quah S, Breuker CJ, Holland PW.","PLoS One. 2015 Nov 10;10(11):e0142243. doi: 10.1371/journal.pone.0142243. eCollection 2015.","PLoS One.  2015","PubMed","citation","PMID:26556800 | PMCID:PMC4640560","pubmed","26556800","create date:2015/11/12 | first author:Quah S",
"C4 Photosynthesis in the Rice Paddy: Insights from the Noxious Weed Echinochloa glabrescens.","/pubmed/26527656","Covshoff S, Szecowka M, Hughes TE, Smith-Unna R, Kelly S, Bailey KJ, Sage TL, Pachebat JA, Leegood R, Hibberd JM.","Plant Physiol. 2016 Jan;170(1):57-73. doi: 10.1104/pp.15.00889. Epub 2015 Nov 2.","Plant Physiol.  2016","PubMed","citation","PMID:26527656 | PMCID:PMC4704570","pubmed","26527656","create date:2015/11/04 | first author:Covshoff S",
"Temporal transcriptomics suggest that twin-peaking genes reset the clock.","/pubmed/26523393","Pembroke WG, Babbs A, Davies KE, Ponting CP, Oliver PL.","Elife. 2015 Nov 2;4. pii: e10518. doi: 10.7554/eLife.10518.","Elife.  2015","PubMed","citation","PMID:26523393 | PMCID:PMC4718813","pubmed","26523393","create date:2015/11/03 | first author:Pembroke WG",
"Oviposition but Not Sex Allocation Is Associated with Transcriptomic Changes in Females of the Parasitoid Wasp Nasonia vitripennis.","/pubmed/26511500","Cook N, Trivedi U, Pannebakker BA, Blaxter M, Ritchie MG, Tauber E, Sneddon T, Shuker DM.","G3 (Bethesda). 2015 Oct 28;5(12):2885-92. doi: 10.1534/g3.115.021220.","G3 (Bethesda).  2015","PubMed","citation","PMID:26511500 | PMCID:PMC4683659","pubmed","26511500","create date:2015/10/30 | first author:Cook N",
"DNA-Repair Defects and Olaparib in Metastatic Prostate Cancer.","/pubmed/26510020","Mateo J, Carreira S, Sandhu S, Miranda S, Mossop H, Perez-Lopez R, Nava Rodrigues D, Robinson D, Omlin A, Tunariu N, Boysen G, Porta N, Flohr P, Gillman A, Figueiredo I, Paulding C, Seed G, Jain S, Ralph C, Protheroe A, Hussain S, Jones R, et al.","N Engl J Med. 2015 Oct 29;373(18):1697-708. doi: 10.1056/NEJMoa1506859.","N Engl J Med.  2015","PubMed","citation","PMID:26510020 | PMCID:PMC5228595","pubmed","26510020","create date:2015/10/29 | first author:Mateo J",
"CLL Exosomes Modulate the Transcriptome and Behaviour of Recipient Stromal Cells and Are Selectively Enriched in miR-202-3p.","/pubmed/26509439","Farahani M, Rubbi C, Liu L, Slupsky JR, Kalakonda N.","PLoS One. 2015 Oct 28;10(10):e0141429. doi: 10.1371/journal.pone.0141429. eCollection 2015.","PLoS One.  2015","PubMed","citation","PMID:26509439 | PMCID:PMC4625016","pubmed","26509439","create date:2015/10/29 | first author:Farahani M",
"Combined Analyses of the VHL and Hypoxia Signaling Axes in an Isogenic Pairing of Renal Clear Cell Carcinoma Cells.","/pubmed/26506913","Malec V, Coulson JM, Urbé S, Clague MJ.","J Proteome Res. 2015 Dec 4;14(12):5263-72. doi: 10.1021/acs.jproteome.5b00692. Epub 2015 Nov 16.","J Proteome Res.  2015","PubMed","citation","PMID:26506913","pubmed","26506913","create date:2015/10/29 | first author:Malec V",
"Dynamics of Wolbachia pipientis Gene Expression Across the Drosophila melanogaster Life Cycle.","/pubmed/26497146","Gutzwiller F, Carmo CR, Miller DE, Rice DW, Newton IL, Hawley RS, Teixeira L, Bergman CM.","G3 (Bethesda). 2015 Oct 23;5(12):2843-56. doi: 10.1534/g3.115.021931.","G3 (Bethesda).  2015","PubMed","citation","PMID:26497146 | PMCID:PMC4683655","pubmed","26497146","create date:2015/10/27 | first author:Gutzwiller F",
"Influence of Development and Dietary Phospholipid Content and Composition on Intestinal Transcriptome of Atlantic Salmon (Salmo salar).","/pubmed/26488165","De Santis C, Taylor JF, Martinez-Rubio L, Boltana S, Tocher DR.","PLoS One. 2015 Oct 21;10(10):e0140964. doi: 10.1371/journal.pone.0140964. eCollection 2015.","PLoS One.  2015","PubMed","citation","PMID:26488165 | PMCID:PMC4619195","pubmed","26488165","create date:2015/10/22 | first author:De Santis C",
"Gene transcripts associated with muscle strength: a CHARGE meta-analysis of 7,781 persons.","/pubmed/26487704","Pilling LC, Joehanes R, Kacprowski T, Peters M, Jansen R, Karasik D, Kiel DP, Harries LW, Teumer A, Powell J, Levy D, Lin H, Lunetta K, Munson P, Bandinelli S, Henley W, Hernandez D, Singleton A, Tanaka T, van Grootheest G, Hofman A, Uitterlinden AG, et al.","Physiol Genomics. 2016 Jan;48(1):1-11. doi: 10.1152/physiolgenomics.00054.2015. Epub 2015 Oct 20.","Physiol Genomics.  2016","PubMed","citation","PMID:26487704 | PMCID:PMC4757025","pubmed","26487704","create date:2015/10/22 | first author:Pilling LC",
"Molecular signatures of plastic phenotypes in two eusocial insect species with simple societies.","/pubmed/26483466","Patalano S, Vlasova A, Wyatt C, Ewels P, Camara F, Ferreira PG, Asher CL, Jurkowski TP, Segonds-Pichon A, Bachman M, González-Navarrete I, Minoche AE, Krueger F, Lowy E, Marcet-Houben M, Rodriguez-Ales JL, Nascimento FS, Balasubramanian S, Gabaldon T, Tarver JE, Andrews S, Himmelbauer H, et al.","Proc Natl Acad Sci U S A. 2015 Nov 10;112(45):13970-5. doi: 10.1073/pnas.1515937112. Epub 2015 Oct 19.","Proc Natl Acad Sci U S A.  2015","PubMed","citation","PMID:26483466 | PMCID:PMC4653166","pubmed","26483466","create date:2015/10/21 | first author:Patalano S",
"NeuroTransDB: highly curated and structured transcriptomic metadata for neurodegenerative diseases.","/pubmed/26475471","Bagewadi S, Adhikari S, Dhrangadhariya A, Irin AK, Ebeling C, Namasivayam AA, Page M, Hofmann-Apitius M, Senger P.","Database (Oxford). 2015 Oct 16;2015. pii: bav099. doi: 10.1093/database/bav099. Print 2015.","Database (Oxford).  2015","PubMed","citation","PMID:26475471 | PMCID:PMC4608514","pubmed","26475471","create date:2015/10/18 | first author:Bagewadi S",
"Comparative analysis of the drought-responsive transcriptome in soybean lines contrasting for canopy wilting.","/pubmed/26475188","Prince SJ, Joshi T, Mutava RN, Syed N, Joao Vitor Mdos S, Patil G, Song L, Wang J, Lin L, Chen W, Shannon JG, Valliyodan B, Xu D, Nguyen HT.","Plant Sci. 2015 Nov;240:65-78. doi: 10.1016/j.plantsci.2015.08.017. Epub 2015 Aug 28.","Plant Sci.  2015","PubMed","citation","PMID:26475188","pubmed","26475188","create date:2015/10/18 | first author:Prince SJ",
"Clinical Application of Prognostic Gene Expression Signature in Fusion Gene-Negative Rhabdomyosarcoma: A Report from the Children's Oncology Group.","/pubmed/26473193","Hingorani P, Missiaglia E, Shipley J, Anderson JR, Triche TJ, Delorenzi M, Gastier-Foster J, Wing M, Hawkins DS, Skapek SX.","Clin Cancer Res. 2015 Oct 15;21(20):4733-9. doi: 10.1158/1078-0432.CCR-14-3326.","Clin Cancer Res.  2015","PubMed","citation","PMID:26473193 | PMCID:PMC4610152","pubmed","26473193","create date:2015/10/17 | first author:Hingorani P",
