Title,URL,Description,Details,ShortDetails,Resource,Type,Identifiers,Db,EntrezUID,Properties
"Metabolomics-proteomics profiles delineate metabolic changes in kidney fibrosis disease.","/pubmed/26256572","Cao H, Zhang A, Sun H, Zhou X, Guan Y, Liu Q, Kong L, Wang X.","Proteomics. 2015 Nov;15(21):3699-710. doi: 10.1002/pmic.201500062.","Proteomics.  2015","PubMed","citation","PMID:26256572","pubmed","26256572","create date:2015/08/11 | first author:Cao H",
"Pre-staining of glycoprotein in SDS-PAGE by the synthesis of a new hydrazide derivative.","/pubmed/26256282","Zhou A, Zhou T, Yu D, Shen Y, Shen J, Zhu Z, Jin L, Zhang H, Wang Y.","Proteomics. 2015 Nov;15(21):3623-8. doi: 10.1002/pmic.201400567. Epub 2015 Sep 8.","Proteomics.  2015","PubMed","citation","PMID:26256282","pubmed","26256282","create date:2015/08/11 | first author:Zhou A",
"Liquid chromatography mass spectrometry-based O-glycomics to evaluate glycosylation alterations in gastric cancer.","/pubmed/26255982","He Y, Xie Q, Wang Y, Liang Y, Xu X, Li Y, Miao J, Chen Z, Li Y.","Proteomics Clin Appl. 2016 Feb;10(2):206-15. doi: 10.1002/prca.201500041. Epub 2015 Sep 21.","Proteomics Clin Appl.  2016","PubMed","citation","PMID:26255982","pubmed","26255982","create date:2015/08/11 | first author:He Y",
"Intact cell mass spectrometry as a rapid and specific tool for the differentiation of toxic effects in cell-based ecotoxicological test systems.","/pubmed/26255296","Kober SL, Meyer-Alert H, Grienitz D, Hollert H, Frohme M.","Anal Bioanal Chem. 2015 Oct;407(25):7721-31. doi: 10.1007/s00216-015-8937-2. Epub 2015 Aug 9. Erratum in: Anal Bioanal Chem. 2015 Dec;407(30):9195-6. ","Anal Bioanal Chem.  2015","PubMed","citation","PMID:26255296 | PMCID:PMC4575386","pubmed","26255296","create date:2015/08/10 | first author:Kober SL",
"Unique diversity of the venom peptides from the scorpion Androctonus bicolor revealed by transcriptomic and proteomic analysis.","/pubmed/26254009","Zhang L, Shi W, Zeng XC, Ge F, Yang M, Nie Y, Bao A, Wu S, E G.","J Proteomics. 2015 Oct 14;128:231-50. doi: 10.1016/j.jprot.2015.07.030. Epub 2015 Aug 4.","J Proteomics.  2015","PubMed","citation","PMID:26254009","pubmed","26254009","create date:2015/08/09 | first author:Zhang L",
"Proteomic analysis of post translational modifications in cyanobacteria.","/pubmed/26254007","Xiong Q, Chen Z, Ge F.","J Proteomics. 2016 Feb 16;134:57-64. doi: 10.1016/j.jprot.2015.07.037. Epub 2015 Aug 4. Review.","J Proteomics.  2016","PubMed","citation","PMID:26254007","pubmed","26254007","create date:2015/08/09 | first author:Xiong Q",
"Establishment of a decision tree model for diagnosis of early rheumatoid arthritis by proteomic fingerprinting.","/pubmed/26249836","Li Y, Sun X, Zhang X, Liu Y, Yang Y, Li R, Liu X, Jia R, Li Z.","Int J Rheum Dis. 2015 Nov;18(8):835-41. doi: 10.1111/1756-185X.12595. Epub 2015 Aug 6.","Int J Rheum Dis.  2015","PubMed","citation","PMID:26249836","pubmed","26249836","create date:2015/08/08 | first author:Li Y",
"A Label-Free Proteomic Analysis on Competent Larvae and Juveniles of the Pacific Oyster Crassostrea gigas.","/pubmed/26247880","Huan P, Wang H, Liu B.","PLoS One. 2015 Aug 6;10(8):e0135008. doi: 10.1371/journal.pone.0135008. eCollection 2015.","PLoS One.  2015","PubMed","citation","PMID:26247880 | PMCID:PMC4527670","pubmed","26247880","create date:2015/08/08 | first author:Huan P",
"Proteomic research of high-glucose-activated endothelial microparticles and related proteins to Alzheimer's disease.","/pubmed/26246491","Zu L, Niu C, Li J, Shan L, Li L, Zhang D, Willard B, Zheng L.","Diab Vasc Dis Res. 2015 Nov;12(6):467-70. doi: 10.1177/1479164115597865. Epub 2015 Aug 5.","Diab Vasc Dis Res.  2015","PubMed","citation","PMID:26246491","pubmed","26246491","create date:2015/08/08 | first author:Zu L",
"Differences in properties and proteomes of the midribs contribute to the size of the leaf angle in two near-isogenic maize lines.","/pubmed/26244907","Wang N, Cao D, Gong F, Ku L, Chen Y, Wang W.","J Proteomics. 2015 Oct 14;128:113-22. doi: 10.1016/j.jprot.2015.07.027. Epub 2015 Aug 2.","J Proteomics.  2015","PubMed","citation","PMID:26244907","pubmed","26244907","create date:2015/08/06 | first author:Wang N",
"Protective Enterotoxigenic Escherichia coli Antigens in a Murine Intranasal Challenge Model.","/pubmed/26244636","Kumar A, Hays M, Lim F, Foster LJ, Zhou M, Zhu G, Miesner T, Hardwidge PR.","PLoS Negl Trop Dis. 2015 Aug 5;9(8):e0003924. doi: 10.1371/journal.pntd.0003924. eCollection 2015.","PLoS Negl Trop Dis.  2015","PubMed","citation","PMID:26244636 | PMCID:PMC4526226","pubmed","26244636","create date:2015/08/06 | first author:Kumar A",
"On the Extent of Tyrosine Phosphorylation in Chloroplasts.","/pubmed/26243617","Lu Q, Helm S, Rödiger A, Baginsky S.","Plant Physiol. 2015 Oct;169(2):996-1000. doi: 10.1104/pp.15.00921. Epub 2015 Aug 4. No abstract available. ","Plant Physiol.  2015","PubMed","citation","PMID:26243617 | PMCID:PMC4587464","pubmed","26243617","create date:2015/08/06 | first author:Lu Q",
"Application of chemical biology in target identification and drug discovery.","/pubmed/26242900","Zhu Y, Xiao T, Lei S, Zhou F, Wang MW.","Arch Pharm Res. 2015 Sep;38(9):1642-50. doi: 10.1007/s12272-015-0643-2. Epub 2015 Aug 5. Review.","Arch Pharm Res.  2015","PubMed","citation","PMID:26242900","pubmed","26242900","create date:2015/08/06 | first author:Zhu Y",
"Comparative proteomics analysis of Spodoptera frugiperda cells during Autographa californica multiple nucleopolyhedrovirus infection.","/pubmed/26239618","Yu Q, Xiong Y, Gao H, Liu J, Chen Z, Wang Q, Wen D.","Virol J. 2015 Aug 4;12:115. doi: 10.1186/s12985-015-0346-9.","Virol J.  2015","PubMed","citation","PMID:26239618 | PMCID:PMC4524103","pubmed","26239618","create date:2015/08/05 | first author:Yu Q",
"Relationship of proteomic variation and toxin synthesis in the dinoflagellate Alexandrium tamarense CI01 under phosphorus and inorganic nitrogen limitation.","/pubmed/26239440","Jiang XW, Wang J, Gao Y, Chan LL, Lam PK, Gu JD.","Ecotoxicology. 2015 Oct;24(7-8):1744-53. doi: 10.1007/s10646-015-1513-x. Epub 2015 Aug 4.","Ecotoxicology.  2015","PubMed","citation","PMID:26239440","pubmed","26239440","create date:2015/08/05 | first author:Jiang XW",
"Proteomics analysis reveals differentially activated pathways that operate in peanut gynophores at different developmental stages.","/pubmed/26239120","Zhao C, Zhao S, Hou L, Xia H, Wang J, Li C, Li A, Li T, Zhang X, Wang X.","BMC Plant Biol. 2015 Aug 4;15:188. doi: 10.1186/s12870-015-0582-6.","BMC Plant Biol.  2015","PubMed","citation","PMID:26239120 | PMCID:PMC4523997","pubmed","26239120","create date:2015/08/05 | first author:Zhao C",
"Identification of Two Novel Modifications at Tryptophan Residues.","/pubmed/26238325","Zheng S, Zhang K, Tian S, He X, Zhang Y.","J Am Soc Mass Spectrom. 2015 Oct;26(10):1787-90. doi: 10.1007/s13361-015-1217-8. Epub 2015 Aug 4.","J Am Soc Mass Spectrom.  2015","PubMed","citation","PMID:26238325","pubmed","26238325","create date:2015/08/05 | first author:Zheng S",
"Proteomic Analysis of Isolated Plasma Membrane Fractions from the Mammary Gland in Lactating Cows.","/pubmed/26237224","Yan Q, Tang S, Tan Z, Han X, Zhou C, Kang J, Wang M.","J Agric Food Chem. 2015 Aug 26;63(33):7388-98. doi: 10.1021/acs.jafc.5b02231. Epub 2015 Aug 12.","J Agric Food Chem.  2015","PubMed","citation","PMID:26237224","pubmed","26237224","create date:2015/08/04 | first author:Yan Q",
"Establishment of a new OSCC cell line derived from OLK and identification of malignant transformation-related proteins by differential proteomics approach.","/pubmed/26234610","Dong Y, Zhao Q, Ma X, Ma G, Liu C, Chen Z, Yu L, Liu X, Zhang Y, Shao S, Xiao J, Li J, Zhang W, Fu M, Dong L, Yang X, Guo X, Xue L, Fang F, Zhan Q, Zhang L.","Sci Rep. 2015 Aug 3;5:12668. doi: 10.1038/srep12668.","Sci Rep.  2015","PubMed","citation","PMID:26234610 | PMCID:PMC4522661","pubmed","26234610","create date:2015/08/04 | first author:Dong Y",
"Investigating Cellular Responses During Photohydrogen Production by the Marine Microalga Tetraselmis subcordiformis by Quantitative Proteome Analysis.","/pubmed/26234437","Ji C, Cao X, Liu H, Qu J, Yao C, Zou H, Xue S.","Appl Biochem Biotechnol. 2015 Oct;177(3):649-61. doi: 10.1007/s12010-015-1769-x. Epub 2015 Aug 4.","Appl Biochem Biotechnol.  2015","PubMed","citation","PMID:26234437","pubmed","26234437","create date:2015/08/04 | first author:Ji C",
"Quantitative proteomics analysis reveals that S-nitrosoglutathione reductase (GSNOR) and nitric oxide signaling enhance poplar defense against chilling stress.","/pubmed/26232921","Cheng T, Chen J, Ef AA, Wang P, Wang G, Hu X, Shi J.","Planta. 2015 Dec;242(6):1361-90. doi: 10.1007/s00425-015-2374-5. Epub 2015 Aug 2. Erratum in: Planta. 2016 Apr;243(4):1081. ","Planta.  2015","PubMed","citation","PMID:26232921","pubmed","26232921","create date:2015/08/04 | first author:Cheng T",
"Proteomics approach to analyze protein profiling related with ADME/Tox in rat treated with Scutellariae radix and Coptidis rhizoma as well as their compatibility.","/pubmed/26232629","Miao Q, Zhao YY, Miao PP, Chen N, Yan XH, Guo CE, Chen HY, Zhang YJ.","J Ethnopharmacol. 2015 Sep 15;173:241-50. doi: 10.1016/j.jep.2015.07.044. Epub 2015 Jul 29.","J Ethnopharmacol.  2015","PubMed","citation","PMID:26232629","pubmed","26232629","create date:2015/08/02 | first author:Miao Q",
"Reprint of ""pFind-Alioth: A novel unrestricted database search algorithm to improve the interpretation of high-resolution MS/MS data"".","/pubmed/26232248","Chi H, He K, Yang B, Chen Z, Sun RX, Fan SB, Zhang K, Liu C, Yuan ZF, Wang QH, Liu SQ, Dong MQ, He SM.","J Proteomics. 2015 Nov 3;129:33-41. doi: 10.1016/j.jprot.2015.07.019. Epub 2015 Aug 8.","J Proteomics.  2015","PubMed","citation","PMID:26232248","pubmed","26232248","create date:2015/08/02 | first author:Chi H",
"Differential Proteomic Analysis Using iTRAQ Reveals Alterations in Hull Development in Rice (Oryza sativa L.).","/pubmed/26230730","Wang S, Chen W, Xiao W, Yang C, Xin Y, Qiu J, Hu W, Ying W, Fu Y, Tong J, Hu G, Chen Z, Fang X, Yu H, Lai W, Ruan S, Ma H.","PLoS One. 2015 Jul 31;10(7):e0133696. doi: 10.1371/journal.pone.0133696. eCollection 2015.","PLoS One.  2015","PubMed","citation","PMID:26230730 | PMCID:PMC4521873","pubmed","26230730","create date:2015/08/01 | first author:Wang S",
"Quantitative Analysis of Differential Proteome Expression in Bladder Cancer vs. Normal Bladder Cells Using SILAC Method.","/pubmed/26230496","Yang G, Xu Z, Lu W, Li X, Sun C, Guo J, Xue P, Guan F.","PLoS One. 2015 Jul 31;10(7):e0134727. doi: 10.1371/journal.pone.0134727. eCollection 2015.","PLoS One.  2015","PubMed","citation","PMID:26230496 | PMCID:PMC4521931","pubmed","26230496","create date:2015/08/01 | first author:Yang G",
"Extraction and identification of membrane proteins from black widow spider eggs.","/pubmed/26228476","Fu SL, Li JL, Chen J, Wang QT, Li JJ, Wang XC.","Dongwuxue Yanjiu. 2015 Jul 18;36(4):248-54.","Dongwuxue Yanjiu.  2015","PubMed","citation","PMID:26228476 | PMCID:PMC4790261","pubmed","26228476","create date:2015/08/01 | first author:Fu SL",
"Discrimination of in vitro and in vivo digestion products of meat proteins from pork, beef, chicken, and fish.","/pubmed/26227428","Wen S, Zhou G, Song S, Xu X, Voglmeir J, Liu L, Zhao F, Li M, Li L, Yu X, Bai Y, Li C.","Proteomics. 2015 Nov;15(21):3688-98. doi: 10.1002/pmic.201500179. Epub 2015 Sep 10.","Proteomics.  2015","PubMed","citation","PMID:26227428 | PMCID:PMC5049642","pubmed","26227428","create date:2015/08/01 | first author:Wen S",
"Phosphoproteomic network analysis in the sea urchin Strongylocentrotus purpuratus reveals new candidates in egg activation.","/pubmed/26227301","Guo H, Garcia-Vedrenne AE, Isserlin R, Lugowski A, Morada A, Sun A, Miao Y, Kuzmanov U, Wan C, Ma H, Foltz K, Emili A.","Proteomics. 2015 Dec;15(23-24):4080-95. doi: 10.1002/pmic.201500159. Epub 2015 Sep 7.","Proteomics.  2015","PubMed","citation","PMID:26227301","pubmed","26227301","create date:2015/08/01 | first author:Guo H",
"In-depth Proteomic mapping of mouse (Mus musculus) epididymal constructive basis for sperm maturation.","/pubmed/26225126","Liu X, Liu FJ, Jin SH, Shen XF, Wang YW.","Proteome Sci. 2015 Jul 30;13:20. doi: 10.1186/s12953-015-0076-3. eCollection 2015.","Proteome Sci.  2015","PubMed","citation","PMID:26225126 | PMCID:PMC4518611","pubmed","26225126","create date:2015/08/01 | first author:Liu X",
"iTRAQ-based proteomic profiling of Vibrio parahaemolyticus under various culture conditions.","/pubmed/26225125","Yang W, Ding D, Zhang C, Zhou J, Su X.","Proteome Sci. 2015 Jul 29;13:19. doi: 10.1186/s12953-015-0075-4. eCollection 2015.","Proteome Sci.  2015","PubMed","citation","PMID:26225125 | PMCID:PMC4518887","pubmed","26225125","create date:2015/08/01 | first author:Yang W",
"Biomarker Discovery and Verification of Esophageal Squamous Cell Carcinoma Using Integration of SWATH/MRM.","/pubmed/26224564","Hou G, Lou X, Sun Y, Xu S, Zi J, Wang Q, Zhou B, Han B, Wu L, Zhao X, Lin L, Liu S.","J Proteome Res. 2015 Sep 4;14(9):3793-803. doi: 10.1021/acs.jproteome.5b00438. Epub 2015 Aug 18. Erratum in: J Proteome Res. 2016 Feb 5;15(2):680. ","J Proteome Res.  2015","PubMed","citation","PMID:26224564","pubmed","26224564","create date:2015/08/01 | first author:Hou G",
"Population-specific plasma proteomes of marine and freshwater three-spined sticklebacks (Gasterosteus aculeatus).","/pubmed/26223892","Kültz D, Li J, Zhang X, Villarreal F, Pham T, Paguio D.","Proteomics. 2015 Dec;15(23-24):3980-92. doi: 10.1002/pmic.201500132. Epub 2015 Aug 24.","Proteomics.  2015","PubMed","citation","PMID:26223892","pubmed","26223892","create date:2015/08/01 | first author:Kültz D",
"Mixed Linear Model Approaches of Association Mapping for Complex Traits Based on Omics Variants.","/pubmed/26223539","Zhang FT, Zhu ZH, Tong XR, Zhu ZX, Qi T, Zhu J.","Sci Rep. 2015 Jul 30;5:10298. doi: 10.1038/srep10298.","Sci Rep.  2015","PubMed","citation","PMID:26223539 | PMCID:PMC5155518","pubmed","26223539","create date:2015/08/01 | first author:Zhang FT",
Title,URL,Description,Details,ShortDetails,Resource,Type,Identifiers,Db,EntrezUID,Properties
"A Proteomic Analysis of Individual and Gender Variations in Normal Human Urine and Cerebrospinal Fluid Using iTRAQ Quantification.","/pubmed/26222143","Guo Z, Zhang Y, Zou L, Wang D, Shao C, Wang Y, Sun W, Zhang L.","PLoS One. 2015 Jul 29;10(7):e0133270. doi: 10.1371/journal.pone.0133270. eCollection 2015.","PLoS One.  2015","PubMed","citation","PMID:26222143 | PMCID:PMC4519152","pubmed","26222143","create date:2015/07/30 | first author:Guo Z",
"Chemical Component and Proteomic Study of the Amphibalanus (= Balanus) amphitrite Shell.","/pubmed/26222041","Zhang G, He LS, Wong YH, Xu Y, Zhang Y, Qian PY.","PLoS One. 2015 Jul 29;10(7):e0133866. doi: 10.1371/journal.pone.0133866. eCollection 2015.","PLoS One.  2015","PubMed","citation","PMID:26222041 | PMCID:PMC4519255","pubmed","26222041","create date:2015/07/30 | first author:Zhang G",
"Quantitative Proteomic Analyses of Molecular Mechanisms Associated with Cytoplasmic Incompatibility in Drosophila melanogaster Induced by Wolbachia.","/pubmed/26220534","Yuan LL, Chen X, Zong Q, Zhao T, Wang JL, Zheng Y, Zhang M, Wang Z, Brownlie JC, Yang F, Wang YF.","J Proteome Res. 2015 Sep 4;14(9):3835-47. doi: 10.1021/acs.jproteome.5b00191. Epub 2015 Aug 12.","J Proteome Res.  2015","PubMed","citation","PMID:26220534","pubmed","26220534","create date:2015/07/30 | first author:Yuan LL",
"Novel biomarkers for the identification and targeted therapy of gastric cancer.","/pubmed/26220043","Liu L, Cao L, Gong B, Yu J.","Expert Rev Gastroenterol Hepatol. 2015;9(9):1217-26. doi: 10.1586/17474124.2015.1072466. Epub 2015 Jul 31. Review.","Expert Rev Gastroenterol Hepatol.  2015","PubMed","citation","PMID:26220043","pubmed","26220043","create date:2015/07/30 | first author:Liu L",
"De novo sequencing and characterization of the Bradysia odoriphaga (Diptera: Sciaridae) larval transcriptome.","/pubmed/26219018","Chen H, Lin L, Xie M, Zhang G, Su W.","Comp Biochem Physiol Part D Genomics Proteomics. 2015 Dec;16:20-7. doi: 10.1016/j.cbd.2015.07.001. Epub 2015 Jul 17.","Comp Biochem Physiol Part D Genomics Proteomics.  2015","PubMed","citation","PMID:26219018","pubmed","26219018","create date:2015/07/29 | first author:Chen H",
"Layer-by-Layer Proteomic Analysis of Mytilus galloprovincialis Shell.","/pubmed/26218932","Gao P, Liao Z, Wang XX, Bao LF, Fan MH, Li XM, Wu CW, Xia SW.","PLoS One. 2015 Jul 28;10(7):e0133913. doi: 10.1371/journal.pone.0133913. eCollection 2015. Erratum in: PLoS One. 2015;10(9):e0137487. ","PLoS One.  2015","PubMed","citation","PMID:26218932 | PMCID:PMC4517812","pubmed","26218932","create date:2015/07/29 | first author:Gao P",
"Data from identification of diagnostic biomarkers and metabolic pathway shifts of heat-stressed lactating dairy cows.","/pubmed/26217769","Tian H, Wang W, Zheng N, Cheng J, Li S, Zhang Y, Wang J.","Data Brief. 2015 May 7;4:90-5. doi: 10.1016/j.dib.2015.04.020. eCollection 2015 Sep.","Data Brief.  2015","PubMed","citation","PMID:26217769 | PMCID:PMC4510399","pubmed","26217769","create date:2015/07/29 | first author:Tian H",
"Two-dimensional gel electrophoresis data in support of leaf comparative proteomics of two citrus species differing in boron-tolerance.","/pubmed/26217760","Sang W, Huang ZR, Qi YP, Yang LT, Guo P, Chen LS.","Data Brief. 2015 May 5;4:44-6. doi: 10.1016/j.dib.2015.04.018. eCollection 2015 Sep.","Data Brief.  2015","PubMed","citation","PMID:26217760 | PMCID:PMC4510397","pubmed","26217760","create date:2015/07/29 | first author:Sang W",
"Data for a comprehensive map and functional annotation of the human cerebrospinal fluid proteome.","/pubmed/26217727","Zhang Y, Guo Z, Zou L, Yang Y, Zhang L, Ji N, Shao C, Wang Y, Sun W.","Data Brief. 2015 Feb 20;3:103-7. doi: 10.1016/j.dib.2015.02.004. eCollection 2015 Jun.","Data Brief.  2015","PubMed","citation","PMID:26217727 | PMCID:PMC4510071","pubmed","26217727","create date:2015/07/29 | first author:Zhang Y",
"Data from proteomic analysis of the skin of Chinese giant salamander (Andrias davidianus).","/pubmed/26217726","Geng X, Wei H, Shang H, Zhou M, Chen B, Zhang F, Zang X, Li P, Sun J, Che J, Zhang Y, Xu C.","Data Brief. 2015 Feb 26;3:99-102. doi: 10.1016/j.dib.2015.02.010. eCollection 2015 Jun.","Data Brief.  2015","PubMed","citation","PMID:26217726 | PMCID:PMC4510102","pubmed","26217726","create date:2015/07/29 | first author:Geng X",
"Data from proteomic characterization and comparison of mammalian milk fat globule proteomes by iTRAQ analysis.","/pubmed/26217709","Yang Y, Zheng N, Zhao X, Zhang Y, Han R, Ma L, Zhao S, Li S, Guo T, Wang J.","Data Brief. 2015 Jan 13;3:12-5. doi: 10.1016/j.dib.2014.12.004. eCollection 2015 Jun.","Data Brief.  2015","PubMed","citation","PMID:26217709 | PMCID:PMC4509926","pubmed","26217709","create date:2015/07/29 | first author:Yang Y",
"Data for iTRAQ-based quantitative proteomics analysis of Brassica napus leaves in response to chlorophyll deficiency.","/pubmed/26217696","Chu P, Yan GX, Yang Q, Zhai LN, Zhang C, Zhang FQ, Guan RZ.","Data Brief. 2014 Nov 6;2:6-11. doi: 10.1016/j.dib.2014.10.004. eCollection 2015 Mar.","Data Brief.  2015","PubMed","citation","PMID:26217696 | PMCID:PMC4459558","pubmed","26217696","create date:2015/07/29 | first author:Chu P",
"Data in support of comparative proteomics analysis of superior and inferior spikelets in hybrid rice during grain filling and response of inferior spikelets to drought stress using isobaric tags for relative and absolute quantification.","/pubmed/26217686","Dong M, Gu J, Zhang L, Chen P, Liu T, Deng J, Lu H, Han L, Zhao B.","Data Brief. 2014 Aug 12;1:51-5. doi: 10.1016/j.dib.2014.08.001. eCollection 2014 Dec.","Data Brief.  2014","PubMed","citation","PMID:26217686 | PMCID:PMC4459568","pubmed","26217686","create date:2015/07/29 | first author:Dong M",
"Data from a proteomic analysis of colonic fibroblasts secretomes.","/pubmed/26217680","Chen SX, Xu XE, Wang XQ, Cui SJ, Xu LL, Jiang YH, Zhang Y, Yan HB, Zhang Q, Qiao J, Yang PY, Liu F.","Data Brief. 2014 Aug 21;1:19-24. doi: 10.1016/j.dib.2014.08.003. eCollection 2014 Dec.","Data Brief.  2014","PubMed","citation","PMID:26217680 | PMCID:PMC4459868","pubmed","26217680","create date:2015/07/29 | first author:Chen SX",
"[Expression of TMEM16A in the colon of intractable functional constipation patients and its clinical implications].","/pubmed/26211778","Tang T, Chen Q, Ma C, Ni L, Jiang J, Li N.","Zhonghua Wei Chang Wai Ke Za Zhi. 2015 Jul;18(7):713-7. Chinese. ","Zhonghua Wei Chang Wai Ke Za Zhi.  2015","PubMed","citation","PMID:26211778","pubmed","26211778","create date:2015/07/28 | first author:Tang T",
"Lymphocyte-specific protein tyrosine kinase (Lck) interacts with CR6-interacting factor 1 (CRIF1) in mitochondria to repress oxidative phosphorylation.","/pubmed/26210498","Vahedi S, Chueh FY, Chandran B, Yu CL.","BMC Cancer. 2015 Jul 26;15:551. doi: 10.1186/s12885-015-1520-6.","BMC Cancer.  2015","PubMed","citation","PMID:26210498 | PMCID:PMC4515320","pubmed","26210498","create date:2015/07/27 | first author:Vahedi S",
"Persistent human Borna disease virus infection modifies the acetylome of human oligodendroglia cells towards higher energy and transporter levels.","/pubmed/26210075","Liu X, Liu S, Bode L, Liu C, Zhang L, Wang X, Li D, Lei Y, Peng X, Cheng Z, Xie P.","Virology. 2015 Nov;485:58-78. doi: 10.1016/j.virol.2015.06.024. Epub 2015 Jul 23.","Virology.  2015","PubMed","citation","PMID:26210075","pubmed","26210075","create date:2015/07/27 | first author:Liu X",
"Odontoblast β-catenin signaling regulates fenestration of mouse Hertwig's epithelial root sheath.","/pubmed/26208822","Zhang R, Teng Y, Zhu L, Lin J, Yang X, Yang G, Li T.","Sci China Life Sci. 2015 Sep;58(9):876-81. doi: 10.1007/s11427-015-4882-8. Epub 2015 Jul 24.","Sci China Life Sci.  2015","PubMed","citation","PMID:26208822","pubmed","26208822","create date:2015/07/26 | first author:Zhang R",
"iTRAQ-Based Quantitative Proteomic Analysis of the Antimicrobial Mechanism of Peptide F1 against Escherichia coli.","/pubmed/26208148","Miao J, Chen F, Duan S, Gao X, Liu G, Chen Y, Dixon W, Xiao H, Cao Y.","J Agric Food Chem. 2015 Aug 19;63(32):7190-7. doi: 10.1021/acs.jafc.5b00678. Epub 2015 Aug 5.","J Agric Food Chem.  2015","PubMed","citation","PMID:26208148","pubmed","26208148","create date:2015/07/25 | first author:Miao J",
"Hydrophilic Carboxyl Cotton Chelator for Titanium(IV) Immobilization and Its Application as Novel Fibrous Sorbent for Rapid Enrichment of Phosphopeptides.","/pubmed/26207954","He XM, Chen X, Zhu GT, Wang Q, Yuan BF, Feng YQ.","ACS Appl Mater Interfaces. 2015 Aug 12;7(31):17356-62. doi: 10.1021/acsami.5b04572. Epub 2015 Aug 3.","ACS Appl Mater Interfaces.  2015","PubMed","citation","PMID:26207954","pubmed","26207954","create date:2015/07/25 | first author:He XM",
"Anti-inflammatory effects of grape seed procyanidin B2 on a diabetic pancreas.","/pubmed/26207855","Yin W, Li B, Li X, Yu F, Cai Q, Zhang Z, Cheng M, Gao H.","Food Funct. 2015 Sep;6(9):3065-71. doi: 10.1039/c5fo00496a.","Food Funct.  2015","PubMed","citation","PMID:26207855","pubmed","26207855","create date:2015/07/25 | first author:Yin W",
"The Warburg effect: a balance of flux analysis.","/pubmed/26207106","Vaitheesvaran B, Xu J, Yee J, Q-Y L, Go VL, Xiao GG, Lee WN.","Metabolomics. 2015 Aug;11(4):787-796.","Metabolomics.  2015","PubMed","citation","PMID:26207106 | PMCID:PMC4507278","pubmed","26207106","create date:2015/07/25 | first author:Vaitheesvaran B",
"A phosphoproteomic study reveals shp-1 cleavage reprograms LPS signaling via a PI-3K/NF-κB and mTORC1 related mechanism.","/pubmed/26206180","Xu E, Chen J, Wang Y, Ke Z, Luo S, Zou Z.","J Proteomics. 2015 Oct 14;128:30-8. doi: 10.1016/j.jprot.2015.07.003. Epub 2015 Jul 20.","J Proteomics.  2015","PubMed","citation","PMID:26206180","pubmed","26206180","create date:2015/07/25 | first author:Xu E",
"A Small-Molecule Probe for Selective Profiling and Imaging of Monoamine Oxidase B Activities in Models of Parkinson's Disease.","/pubmed/26205378","Li L, Zhang CW, Ge J, Qian L, Chai BH, Zhu Q, Lee JS, Lim KL, Yao SQ.","Angew Chem Int Ed Engl. 2015 Sep 7;54(37):10821-5. doi: 10.1002/anie.201504441. Epub 2015 Jul 21.","Angew Chem Int Ed Engl.  2015","PubMed","citation","PMID:26205378","pubmed","26205378","create date:2015/07/25 | first author:Li L",
"Comparative proteomics analysis provide novel insight into laminitis in Chinese Holstein cows.","/pubmed/26202328","Dong SW, Zhang SD, Wang DS, Wang H, Shang XF, Yan P, Yan ZT, Yang ZQ.","BMC Vet Res. 2015 Jul 23;11:161. doi: 10.1186/s12917-015-0474-x.","BMC Vet Res.  2015","PubMed","citation","PMID:26202328 | PMCID:PMC4511986","pubmed","26202328","create date:2015/07/24 | first author:Dong SW",
"Bcl10 crucially nucleates the pro-apoptotic complexes comprising PDK1, PKCζ and caspase-3 at the nuclear envelope of etoposide-treated human cervical carcinoma C4-I cells.","/pubmed/26202083","Chiarini A, Liu D, Armato U, Dal Prà I.","Int J Mol Med. 2015 Sep;36(3):845-56. doi: 10.3892/ijmm.2015.2290. Epub 2015 Jul 20.","Int J Mol Med.  2015","PubMed","citation","PMID:26202083","pubmed","26202083","create date:2015/07/24 | first author:Chiarini A",
"Facile Discovery of Cell-Surface Protein Targets of Cancer Cell Aptamers.","/pubmed/26199357","Bing T, Shangguan D, Wang Y.","Mol Cell Proteomics. 2015 Oct;14(10):2692-700. doi: 10.1074/mcp.M115.051243. Epub 2015 Jul 21.","Mol Cell Proteomics.  2015","PubMed","citation","PMID:26199357 | PMCID:PMC4597145","pubmed","26199357","create date:2015/07/23 | first author:Bing T",
"Quantitative Proteomics Reveals the Essential Roles of Stromal Interaction Molecule 1 (STIM1) in the Testicular Cord Formation in Mouse Testis.","/pubmed/26199344","Zheng B, Zhao D, Zhang P, Shen C, Guo Y, Zhou T, Guo X, Zhou Z, Sha J.","Mol Cell Proteomics. 2015 Oct;14(10):2682-91. doi: 10.1074/mcp.M115.049569. Epub 2015 Jul 21.","Mol Cell Proteomics.  2015","PubMed","citation","PMID:26199344 | PMCID:PMC4597144","pubmed","26199344","create date:2015/07/23 | first author:Zheng B",
"Comparison of three protein extraction procedures from toxic and non-toxic dinoflagellates for proteomics analysis.","/pubmed/26197730","Jiang XW, Wang J, Chan LL, Lam PK, Gu JD.","Ecotoxicology. 2015 Aug;24(6):1395-406. doi: 10.1007/s10646-015-1514-9. Epub 2015 Jul 22.","Ecotoxicology.  2015","PubMed","citation","PMID:26197730","pubmed","26197730","create date:2015/07/23 | first author:Jiang XW",
