Title,URL,Description,Details,ShortDetails,Resource,Type,Identifiers,Db,EntrezUID,Properties
"Primary cilium suppression by SREBP1c involves distortion of vesicular trafficking by PLA2G3.","/pubmed/25904332","Gijs HL, Willemarck N, Vanderhoydonc F, Khan NA, Dehairs J, Derua R, Waelkens E, Taketomi Y, Murakami M, Agostinis P, Annaert W, Swinnen JV.","Mol Biol Cell. 2015 Jun 15;26(12):2321-32. doi: 10.1091/mbc.E14-10-1472. Epub 2015 Apr 22.","Mol Biol Cell.  2015","PubMed","citation","PMID:25904332 | PMCID:PMC4462948","pubmed","25904332","create date:2015/04/24 | first author:Gijs HL",
"Machine learning reveals sex-specific 17β-estradiol-responsive expression patterns in white perch (Morone americana) plasma proteins.","/pubmed/25900664","Schilling J, Nepomuceno AI, Planchart A, Yoder JA, Kelly RM, Muddiman DC, Daniels HV, Hiramatsu N, Reading BJ.","Proteomics. 2015 Aug;15(15):2678-90. doi: 10.1002/pmic.201400606. Epub 2015 Jun 11.","Proteomics.  2015","PubMed","citation","PMID:25900664","pubmed","25900664","create date:2015/04/23 | first author:Schilling J",
"The BioMart community portal: an innovative alternative to large, centralized data repositories.","/pubmed/25897122","Smedley D, Haider S, Durinck S, Pandini L, Provero P, Allen J, Arnaiz O, Awedh MH, Baldock R, Barbiera G, Bardou P, Beck T, Blake A, Bonierbale M, Brookes AJ, Bucci G, Buetti I, Burge S, Cabau C, Carlson JW, Chelala C, Chrysostomou C, et al.","Nucleic Acids Res. 2015 Jul 1;43(W1):W589-98. doi: 10.1093/nar/gkv350. Epub 2015 Apr 20.","Nucleic Acids Res.  2015","PubMed","citation","PMID:25897122 | PMCID:PMC4489294","pubmed","25897122","create date:2015/04/22 | first author:Smedley D",
"Proteomic analysis of canola root inoculated with bacteria under salt stress.","/pubmed/25896739","Banaei-Asl F, Bandehagh A, Uliaei ED, Farajzadeh D, Sakata K, Mustafa G, Komatsu S.","J Proteomics. 2015 Jun 21;124:88-111. doi: 10.1016/j.jprot.2015.04.009. Epub 2015 Apr 17.","J Proteomics.  2015","PubMed","citation","PMID:25896739","pubmed","25896739","create date:2015/04/22 | first author:Banaei-Asl F",
"Evaluation of Efficacy of Radioimmunotherapy with 90Y-Labeled Fully Human Anti-Transferrin Receptor Monoclonal Antibody in Pancreatic Cancer Mouse Models.","/pubmed/25893775","Sugyo A, Tsuji AB, Sudo H, Okada M, Koizumi M, Satoh H, Kurosawa G, Kurosawa Y, Saga T.","PLoS One. 2015 Apr 20;10(4):e0123761. doi: 10.1371/journal.pone.0123761. eCollection 2015.","PLoS One.  2015","PubMed","citation","PMID:25893775 | PMCID:PMC4404254","pubmed","25893775","create date:2015/04/22 | first author:Sugyo A",
"Proteomic analysis in cardiovascular research.","/pubmed/25893771","Oda T, Matsumoto K.","Surg Today. 2016 Mar;46(3):285-96. doi: 10.1007/s00595-015-1169-4. Epub 2015 Apr 19. Review.","Surg Today.  2016","PubMed","citation","PMID:25893771 | PMCID:PMC4744252","pubmed","25893771","create date:2015/04/22 | first author:Oda T",
"Secreted protein acidic and rich in cysteine facilitates age-related cardiac inflammation and macrophage M1 polarization.","/pubmed/25877699","Toba H, de Castro Brás LE, Baicu CF, Zile MR, Lindsey ML, Bradshaw AD.","Am J Physiol Cell Physiol. 2015 Jun 15;308(12):C972-82. doi: 10.1152/ajpcell.00402.2014. Epub 2015 Apr 15.","Am J Physiol Cell Physiol.  2015","PubMed","citation","PMID:25877699 | PMCID:PMC4469747","pubmed","25877699","create date:2015/04/17 | first author:Toba H",
"A protein deep sequencing evaluation of metastatic melanoma tissues.","/pubmed/25874936","Welinder C, Pawłowski K, Sugihara Y, Yakovleva M, Jönsson G, Ingvar C, Lundgren L, Baldetorp B, Olsson H, Rezeli M, Jansson B, Laurell T, Fehniger T, Döme B, Malm J, Wieslander E, Nishimura T, Marko-Varga G.","PLoS One. 2015 Apr 13;10(4):e0123661. doi: 10.1371/journal.pone.0123661. eCollection 2015.","PLoS One.  2015","PubMed","citation","PMID:25874936 | PMCID:PMC4395420","pubmed","25874936","create date:2015/04/16 | first author:Welinder C",
"Subunit Q Is Required to Stabilize the Large Complex of NADPH Dehydrogenase in Synechocystis sp. Strain PCC 6803.","/pubmed/25873552","Zhao J, Rong W, Gao F, Ogawa T, Ma W.","Plant Physiol. 2015 Jun;168(2):443-51. doi: 10.1104/pp.15.00503. Epub 2015 Apr 14.","Plant Physiol.  2015","PubMed","citation","PMID:25873552 | PMCID:PMC4453799","pubmed","25873552","create date:2015/04/16 | first author:Zhao J",
"INPPO2014, First INPPO World Congress on ""Plant Proteomics: Methodology to Biology""-A global platform for involving, gathering and disseminating knowledge.","/pubmed/25865070","Lüthje S, Renaut J, Job D, Hajduch M, Carpentier S, Sarkar A, Agrawal R, Dunn MJ, Rakwal R, Agrawal GK.","Proteomics. 2015 May;15(10):1631-7. doi: 10.1002/pmic.201570084. Epub 2015 Apr 11.","Proteomics.  2015","PubMed","citation","PMID:25865070","pubmed","25865070","create date:2015/04/14 | first author:Lüthje S",
"Resistance to gemcitabine in the pancreatic cancer cell line KLM1-R reversed by metformin action.","/pubmed/25862846","Baron B, Wang Y, Maehara S, Maehara Y, Kuramitsu Y, Nakamura K.","Anticancer Res. 2015 Apr;35(4):1941-9.","Anticancer Res.  2015","PubMed","citation","PMID:25862846","pubmed","25862846","create date:2015/04/12 | first author:Baron B",
"Proteomic study on the effects of silver nanoparticles on soybean under flooding stress.","/pubmed/25857275","Mustafa G, Sakata K, Hossain Z, Komatsu S.","J Proteomics. 2015 Jun 3;122:100-18. doi: 10.1016/j.jprot.2015.03.030. Epub 2015 Apr 6.","J Proteomics.  2015","PubMed","citation","PMID:25857275","pubmed","25857275","create date:2015/04/11 | first author:Mustafa G",
"Feasibility of label-free phosphoproteomics and application to base-line signaling of colorectal cancer cell lines.","/pubmed/25841592","Piersma SR, Knol JC, de Reus I, Labots M, Sampadi BK, Pham TV, Ishihama Y, Verheul HM, Jimenez CR.","J Proteomics. 2015 Sep 8;127(Pt B):247-58. doi: 10.1016/j.jprot.2015.03.019. Epub 2015 Apr 1.","J Proteomics.  2015","PubMed","citation","PMID:25841592","pubmed","25841592","create date:2015/04/07 | first author:Piersma SR",
Title,URL,Description,Details,ShortDetails,Resource,Type,Identifiers,Db,EntrezUID,Properties
"A Comprehensive Transcriptomic and Proteomic Analysis of Hydra Head Regeneration.","/pubmed/25841488","Petersen HO, Höger SK, Looso M, Lengfeld T, Kuhn A, Warnken U, Nishimiya-Fujisawa C, Schnölzer M, Krüger M, Özbek S, Simakov O, Holstein TW.","Mol Biol Evol. 2015 Aug;32(8):1928-47. doi: 10.1093/molbev/msv079. Epub 2015 Apr 3.","Mol Biol Evol.  2015","PubMed","citation","PMID:25841488 | PMCID:PMC4833066","pubmed","25841488","create date:2015/04/07 | first author:Petersen HO",
"Proposal of intestinal tissue engineering combined with Bianchi's procedure.","/pubmed/25840066","Nakao M, Ueno T, Oga A, Kuramitsu Y, Nakatsu H, Oka M.","J Pediatr Surg. 2015 Apr;50(4):573-80. doi: 10.1016/j.jpedsurg.2014.11.035. Epub 2014 Nov 22.","J Pediatr Surg.  2015","PubMed","citation","PMID:25840066","pubmed","25840066","create date:2015/04/04 | first author:Nakao M",
"A novel role for drebrin in regulating progranulin bioactivity in bladder cancer.","/pubmed/25839164","Xu SQ, Buraschi S, Morcavallo A, Genua M, Shirao T, Peiper SC, Gomella LG, Birbe R, Belfiore A, Iozzo RV, Morrione A.","Oncotarget. 2015 May 10;6(13):10825-39.","Oncotarget.  2015","PubMed","citation","PMID:25839164 | PMCID:PMC4484422","pubmed","25839164","create date:2015/04/04 | first author:Xu SQ",
"Simple quantitation for potential serum disease biomarker peptides, primarily identified by a peptidomics approach in the serum with hypertensive disorders of pregnancy.","/pubmed/25838414","Hamamura K, Nonaka D, Ishikawa H, Banzai M, Yanagida M, Nojima M, Yoshida K, Lee LJ, Tanaka K, Takamori K, Takeda S, Araki Y.","Ann Clin Biochem. 2016 Jan;53(Pt 1):85-96. doi: 10.1177/0004563215583697. Epub 2015 Apr 2.","Ann Clin Biochem.  2016","PubMed","citation","PMID:25838414","pubmed","25838414","create date:2015/04/04 | first author:Hamamura K",
"The stability of epigenetic factor ASXL1 is regulated through ubiquitination and USP7-mediated deubiquitination.","/pubmed/25836587","Inoue D, Nishimura K, Kozuka-Hata H, Oyama M, Kitamura T.","Leukemia. 2015 Nov;29(11):2257-60. doi: 10.1038/leu.2015.90. Epub 2015 Apr 3. No abstract available. ","Leukemia.  2015","PubMed","citation","PMID:25836587","pubmed","25836587","create date:2015/04/04 | first author:Inoue D",
"Label-free quantitative proteomic analysis reveals strong involvement of complement alternative and terminal pathways in human glomerular sclerotic lesions.","/pubmed/25835966","Zhang Y, Xu B, Kinoshita N, Yoshida Y, Tasaki M, Fujinaka H, Magdeldin S, Yaoita E, Yamamoto T.","J Proteomics. 2015 Jun 18;123:89-100. doi: 10.1016/j.jprot.2015.03.024. Epub 2015 Mar 30.","J Proteomics.  2015","PubMed","citation","PMID:25835966","pubmed","25835966","create date:2015/04/04 | first author:Zhang Y",
"Functional proteomics of the epigenetic regulators ASXL1, ASXL2 and ASXL3: a convergence of proteomics and epigenetics for translational medicine.","/pubmed/25835095","Katoh M.","Expert Rev Proteomics. 2015 Jun;12(3):317-28. doi: 10.1586/14789450.2015.1033409. Epub 2015 Apr 3. Review.","Expert Rev Proteomics.  2015","PubMed","citation","PMID:25835095","pubmed","25835095","create date:2015/04/04 | first author:Katoh M",
"Dexamethasone Regulates Cochlear Expression of Deafness-associated Proteins Myelin Protein Zero and Heat Shock Protein 70, as Revealed by iTRAQ Proteomics.","/pubmed/25830874","Maeda Y, Fukushima K, Kariya S, Orita Y, Nishizaki K.","Otol Neurotol. 2015 Aug;36(7):1255-65. doi: 10.1097/MAO.0000000000000748.","Otol Neurotol.  2015","PubMed","citation","PMID:25830874","pubmed","25830874","create date:2015/04/02 | first author:Maeda Y",
"A comprehensive method for detecting ubiquitinated substrates using TR-TUBE.","/pubmed/25827227","Yoshida Y, Saeki Y, Murakami A, Kawawaki J, Tsuchiya H, Yoshihara H, Shindo M, Tanaka K.","Proc Natl Acad Sci U S A. 2015 Apr 14;112(15):4630-5. doi: 10.1073/pnas.1422313112. Epub 2015 Mar 31.","Proc Natl Acad Sci U S A.  2015","PubMed","citation","PMID:25827227 | PMCID:PMC4403176","pubmed","25827227","create date:2015/04/02 | first author:Yoshida Y",
"Prognostic significance of MYH9 expression in resected non-small cell lung cancer.","/pubmed/25826333","Katono K, Sato Y, Jiang SX, Kobayashi M, Nagashio R, Ryuge S, Fukuda E, Goshima N, Satoh Y, Saegusa M, Masuda N.","PLoS One. 2015 Mar 31;10(3):e0121460. doi: 10.1371/journal.pone.0121460. eCollection 2015.","PLoS One.  2015","PubMed","citation","PMID:25826333 | PMCID:PMC4380450","pubmed","25826333","create date:2015/04/01 | first author:Katono K",
"Unrestricted modification search reveals lysine methylation as major modification induced by tissue formalin fixation and paraffin embedding.","/pubmed/25825003","Zhang Y, Muller M, Xu B, Yoshida Y, Horlacher O, Nikitin F, Garessus S, Magdeldin S, Kinoshita N, Fujinaka H, Yaoita E, Hasegawa M, Lisacek F, Yamamoto T.","Proteomics. 2015 Aug;15(15):2568-79. doi: 10.1002/pmic.201400454. Epub 2015 May 3.","Proteomics.  2015","PubMed","citation","PMID:25825003","pubmed","25825003","create date:2015/04/01 | first author:Zhang Y",
"Proteomic study of retinal proteins associated with transcorneal electric stimulation in rats.","/pubmed/25821588","Kanamoto T, Souchelnytskyi N, Kurimoto T, Ikeda Y, Sakaue H, Munemasa Y, Kiuchi Y.","J Ophthalmol. 2015;2015:492050. doi: 10.1155/2015/492050. Epub 2015 Mar 4.","J Ophthalmol.  2015","PubMed","citation","PMID:25821588 | PMCID:PMC4364380","pubmed","25821588","create date:2015/03/31 | first author:Kanamoto T",
"Neutral Phosphate-Affinity SDS-PAGE system for profiling of protein phosphorylation.","/pubmed/25820732","Kinoshita-Kikuta E, Kinoshita E, Koike T.","Methods Mol Biol. 2015;1295:323-54. doi: 10.1007/978-1-4939-2550-6_24.","Methods Mol Biol.  2015","PubMed","citation","PMID:25820732","pubmed","25820732","create date:2015/03/31 | first author:Kinoshita-Kikuta E",
"Proteomic analysis of soybean hypocotyl during recovery after flooding stress.","/pubmed/25818724","Khan MN, Sakata K, Komatsu S.","J Proteomics. 2015 May 21;121:15-27. doi: 10.1016/j.jprot.2015.03.020. Epub 2015 Mar 27.","J Proteomics.  2015","PubMed","citation","PMID:25818724","pubmed","25818724","create date:2015/03/31 | first author:Khan MN",
"Proteome analysis identifies the Dpr protein of Streptococcus mutans as an important factor in the presence of early streptococcal colonizers of tooth surfaces.","/pubmed/25816242","Yoshida A, Niki M, Yamamoto Y, Yasunaga A, Ansai T.","PLoS One. 2015 Mar 27;10(3):e0121176. doi: 10.1371/journal.pone.0121176. eCollection 2015.","PLoS One.  2015","PubMed","citation","PMID:25816242 | PMCID:PMC4376698","pubmed","25816242","create date:2015/03/31 | first author:Yoshida A",
"A plasma diagnostic model of human T-cell leukemia virus-1 associated myelopathy.","/pubmed/25815350","Ishihara M, Araya N, Sato T, Saichi N, Fujii R, Yamano Y, Ueda K.","Ann Clin Transl Neurol. 2015 Mar;2(3):231-40. doi: 10.1002/acn3.169. Epub 2015 Jan 16.","Ann Clin Transl Neurol.  2015","PubMed","citation","PMID:25815350 | PMCID:PMC4369273","pubmed","25815350","create date:2015/03/31 | first author:Ishihara M",
"Large-scale determination of absolute phosphorylation stoichiometries in human cells by motif-targeting quantitative proteomics.","/pubmed/25814448","Tsai CF, Wang YT, Yen HY, Tsou CC, Ku WC, Lin PY, Chen HY, Nesvizhskii AI, Ishihama Y, Chen YJ.","Nat Commun. 2015 Mar 27;6:6622. doi: 10.1038/ncomms7622.","Nat Commun.  2015","PubMed","citation","PMID:25814448 | PMCID:PMC4389224","pubmed","25814448","create date:2015/03/31 | first author:Tsai CF",
"Function of the Herpes Simplex Virus 1 Small Capsid Protein VP26 Is Regulated by Phosphorylation at a Specific Site.","/pubmed/25810545","Kobayashi R, Kato A, Oda S, Koyanagi N, Oyama M, Kozuka-Hata H, Arii J, Kawaguchi Y.","J Virol. 2015 Jun;89(11):6141-7. doi: 10.1128/JVI.00547-15. Epub 2015 Mar 25.","J Virol.  2015","PubMed","citation","PMID:25810545 | PMCID:PMC4442450","pubmed","25810545","create date:2015/03/27 | first author:Kobayashi R",
"Major involvement of Na(+) -dependent multivitamin transporter (SLC5A6/SMVT) in uptake of biotin and pantothenic acid by human brain capillary endothelial cells.","/pubmed/25809983","Uchida Y, Ito K, Ohtsuki S, Kubo Y, Suzuki T, Terasaki T.","J Neurochem. 2015 Jul;134(1):97-112. doi: 10.1111/jnc.13092. Epub 2015 Apr 8.","J Neurochem.  2015","PubMed","citation","PMID:25809983","pubmed","25809983","create date:2015/03/27 | first author:Uchida Y",
"Proteomic Analysis of Cerebellum in Common Marmoset Exposed to Methylmercury.","/pubmed/25809596","Shao Y, Yamamoto M, Figeys D, Ning Z, Chan HM.","Toxicol Sci. 2015 Jul;146(1):43-51. doi: 10.1093/toxsci/kfv069. Epub 2015 Mar 25.","Toxicol Sci.  2015","PubMed","citation","PMID:25809596","pubmed","25809596","create date:2015/03/27 | first author:Shao Y",
"Interactome analysis of herpes simplex virus 1 envelope glycoprotein H.","/pubmed/25808324","Hirohata Y, Kato A, Oyama M, Kozuka-Hata H, Koyanagi N, Arii J, Kawaguchi Y.","Microbiol Immunol. 2015 Jun;59(6):331-7. doi: 10.1111/1348-0421.12255.","Microbiol Immunol.  2015","PubMed","citation","PMID:25808324","pubmed","25808324","create date:2015/03/27 | first author:Hirohata Y",
"Involvement of Reactive Oxygen Species and Mitochondrial Proteins in Biophoton Emission in Roots of Soybean Plants under Flooding Stress.","/pubmed/25806999","Kamal AH, Komatsu S.","J Proteome Res. 2015 May 1;14(5):2219-36. doi: 10.1021/acs.jproteome.5b00007. Epub 2015 Apr 1.","J Proteome Res.  2015","PubMed","citation","PMID:25806999","pubmed","25806999","create date:2015/03/26 | first author:Kamal AH",
"Effects of sitagliptin on ectopic fat contents and glucose metabolism in type 2 diabetic patients with fatty liver: A pilot study.","/pubmed/25802724","Watanabe T, Tamura Y, Kakehi S, Funayama T, Gastaldelli A, Takeno K, Kawaguchi M, Yamamoto R, Sato F, Ikeda S, Taka H, Fujimura T, Fujitani Y, Kawamori R, Watada H.","J Diabetes Investig. 2015 Mar;6(2):164-72. doi: 10.1111/jdi.12262. Epub 2014 Aug 6.","J Diabetes Investig.  2015","PubMed","citation","PMID:25802724 | PMCID:PMC4364851","pubmed","25802724","create date:2015/03/25 | first author:Watanabe T",
"Sex differences in shotgun proteome analyses for chronic oral intake of cadmium in mice.","/pubmed/25793409","Yamanobe Y, Nagahara N, Matsukawa T, Ito T, Niimori-Kita K, Chiba M, Yokoyama K, Takizawa T.","PLoS One. 2015 Mar 20;10(3):e0121819. doi: 10.1371/journal.pone.0121819. eCollection 2015.","PLoS One.  2015","PubMed","citation","PMID:25793409 | PMCID:PMC4368563","pubmed","25793409","create date:2015/03/21 | first author:Yamanobe Y",
"Nonribosomal peptides, key biocontrol components for Pseudomonas fluorescens In5, isolated from a Greenlandic suppressive soil.","/pubmed/25784695","Michelsen CF, Watrous J, Glaring MA, Kersten R, Koyama N, Dorrestein PC, Stougaard P.","MBio. 2015 Mar 17;6(2):e00079. doi: 10.1128/mBio.00079-15.","MBio.  2015","PubMed","citation","PMID:25784695 | PMCID:PMC4453515","pubmed","25784695","create date:2015/03/19 | first author:Michelsen CF",
"Cysteine protease antigens cleave CD123, the α subunit of murine IL-3 receptor, on basophils and suppress IL-3-mediated basophil expansion.","/pubmed/25778870","Nishikado H, Fujimura T, Taka H, Mineki R, Ogawa H, Okumura K, Takai T.","Biochem Biophys Res Commun. 2015 May 1;460(2):261-6. doi: 10.1016/j.bbrc.2015.03.022. Epub 2015 Mar 13.","Biochem Biophys Res Commun.  2015","PubMed","citation","PMID:25778870","pubmed","25778870","create date:2015/03/18 | first author:Nishikado H",
"Developing novel methods to search for substrates of protein kinases such as Rho-kinase.","/pubmed/25770685","Nishioka T, Shohag MH, Amano M, Kaibuchi K.","Biochim Biophys Acta. 2015 Oct;1854(10 Pt B):1663-6. doi: 10.1016/j.bbapap.2015.03.001. Epub 2015 Mar 12. Review.","Biochim Biophys Acta.  2015","PubMed","citation","PMID:25770685","pubmed","25770685","create date:2015/03/17 | first author:Nishioka T",
"Comparative proteomic analysis of two stress-management strategies in pancreatic cancer.","/pubmed/25770192","Baron B, Fujioka T, Kitagawa T, Maehara S, Maehara Y, Nakamura K, Kuramitsu Y.","Cancer Genomics Proteomics. 2015 Mar-Apr;12(2):83-7.","Cancer Genomics Proteomics.  2015","PubMed","citation","PMID:25770192","pubmed","25770192","create date:2015/03/15 | first author:Baron B",
"Isolation of a growth factor stress-induced pancreatic cancer sub-population: insight into changes due to micro-environment.","/pubmed/25770187","Baron B, Kitagawa T, Nakamura K, Kuramitsu Y.","Cancer Genomics Proteomics. 2015 Mar-Apr;12(2):49-55.","Cancer Genomics Proteomics.  2015","PubMed","citation","PMID:25770187","pubmed","25770187","create date:2015/03/15 | first author:Baron B",
"Quantitative targeted absolute proteomics for 28 human transporters in plasma membrane of Caco-2 cell monolayer cultured for 2, 3, and 4 weeks.","/pubmed/25770030","Uchida Y, Ohtsuki S, Kamiie J, Ohmine K, Iwase R, Terasaki T.","Drug Metab Pharmacokinet. 2015 Apr;30(2):205-8. doi: 10.1016/j.dmpk.2014.11.002. Epub 2014 Dec 5.","Drug Metab Pharmacokinet.  2015","PubMed","citation","PMID:25770030","pubmed","25770030","create date:2015/03/15 | first author:Uchida Y",
"A pore-forming toxin requires a specific residue for its activity in membranes with particular physicochemical properties.","/pubmed/25759390","Morante K, Caaveiro JM, Tanaka K, González-Mañas JM, Tsumoto K.","J Biol Chem. 2015 Apr 24;290(17):10850-61. doi: 10.1074/jbc.M114.615211. Epub 2015 Mar 10.","J Biol Chem.  2015","PubMed","citation","PMID:25759390 | PMCID:PMC4409249","pubmed","25759390","create date:2015/03/12 | first author:Morante K",
"2-Oxazoline formation for selective chemical labeling of 5-hydroxylysine.","/pubmed/25757225","Hayashi G, Sakamoto R, Okamoto A.","Chem Asian J. 2015 May;10(5):1138-41. doi: 10.1002/asia.201500172. Epub 2015 Mar 20.","Chem Asian J.  2015","PubMed","citation","PMID:25757225","pubmed","25757225","create date:2015/03/11 | first author:Hayashi G",
"Serum peptides as candidate biomarkers for dementia with Lewy bodies.","/pubmed/25754375","Suzuki I, Noguchi M, Arito M, Sato T, Omoteyama K, Maedomari M, Hasegawa H, Suematsu N, Okamoto K, Kato T, Yamaguchi N, Kurokawa MS.","Int J Geriatr Psychiatry. 2015 Dec;30(12):1195-206. doi: 10.1002/gps.4274. Epub 2015 Mar 6.","Int J Geriatr Psychiatry.  2015","PubMed","citation","PMID:25754375","pubmed","25754375","create date:2015/03/11 | first author:Suzuki I",
"Active site and laminarin binding in glycoside hydrolase family 55.","/pubmed/25752603","Bianchetti CM, Takasuka TE, Deutsch S, Udell HS, Yik EJ, Bergeman LF, Fox BG.","J Biol Chem. 2015 May 8;290(19):11819-32. doi: 10.1074/jbc.M114.623579. Epub 2015 Mar 9.","J Biol Chem.  2015","PubMed","citation","PMID:25752603 | PMCID:PMC4424323","pubmed","25752603","create date:2015/03/11 | first author:Bianchetti CM",
"Rice immune regulator, OsPti1a, is specifically phosphorylated at the plasma membrane.","/pubmed/25738428","Matsui H, Takahashi A, Hirochika H.","Plant Signal Behav. 2015;10(3):e991569. doi: 10.4161/15592324.2014.991569.","Plant Signal Behav.  2015","PubMed","citation","PMID:25738428 | PMCID:PMC4622943","pubmed","25738428","create date:2015/03/05 | first author:Matsui H",
"Regulation of homologous recombinational repair by lamin B1 in radiation-induced DNA damage.","/pubmed/25733566","Liu NA, Sun J, Kono K, Horikoshi Y, Ikura T, Tong X, Haraguchi T, Tashiro S.","FASEB J. 2015 Jun;29(6):2514-25. doi: 10.1096/fj.14-265546. Epub 2015 Mar 2.","FASEB J.  2015","PubMed","citation","PMID:25733566","pubmed","25733566","create date:2015/03/04 | first author:Liu NA",
"Moving forward in plant food safety and security through NanoBioSensors: Adopt or adapt biomedical technologies?","/pubmed/25727733","Sharma TK, Ramanathan R, Rakwal R, Agrawal GK, Bansal V.","Proteomics. 2015 May;15(10):1680-92. doi: 10.1002/pmic.201400503. Epub 2015 Apr 17. Review.","Proteomics.  2015","PubMed","citation","PMID:25727733","pubmed","25727733","create date:2015/03/03 | first author:Sharma TK",
"Historical review of research on plant cell dedifferentiation.","/pubmed/25725626","Sugiyama M.","J Plant Res. 2015 May;128(3):349-59. doi: 10.1007/s10265-015-0706-y. Epub 2015 Mar 1. Review.","J Plant Res.  2015","PubMed","citation","PMID:25725626","pubmed","25725626","create date:2015/03/03 | first author:Sugiyama M",
"Functional and structural deficits of the dentate gyrus network coincide with emerging spontaneous seizures in an Scn1a mutant Dravet Syndrome model during development.","/pubmed/25725421","Tsai MS, Lee ML, Chang CY, Fan HH, Yu IS, Chen YT, You JY, Chen CY, Chang FC, Hsiao JH, Khorkova O, Liou HH, Yanagawa Y, Lee LJ, Lin SW.","Neurobiol Dis. 2015 May;77:35-48. doi: 10.1016/j.nbd.2015.02.010. Epub 2015 Feb 26.","Neurobiol Dis.  2015","PubMed","citation","PMID:25725421","pubmed","25725421","create date:2015/03/01 | first author:Tsai MS",
"Quantitative proteomics of nuclear phosphoproteins in the root tip of soybean during the initial stages of flooding stress.","/pubmed/25724727","Yin X, Komatsu S.","J Proteomics. 2015 Apr 24;119:183-95. doi: 10.1016/j.jprot.2015.02.004. Epub 2015 Feb 25.","J Proteomics.  2015","PubMed","citation","PMID:25724727","pubmed","25724727","create date:2015/03/01 | first author:Yin X",
"Region-specific activation of oskar mRNA translation by inhibition of Bruno-mediated repression.","/pubmed/25723530","Kim G, Pai CI, Sato K, Person MD, Nakamura A, Macdonald PM.","PLoS Genet. 2015 Feb 27;11(2):e1004992. doi: 10.1371/journal.pgen.1004992. eCollection 2015.","PLoS Genet.  2015","PubMed","citation","PMID:25723530 | PMCID:PMC4344327","pubmed","25723530","create date:2015/02/28 | first author:Kim G",
"A novel marker for undifferentiated human embryonic stem cells.","/pubmed/25723277","Higashi K, Yagi M, Arakawa T, Asano K, Kobayashi K, Tachibana T, Saito K.","Monoclon Antib Immunodiagn Immunother. 2015 Feb;34(1):7-11. doi: 10.1089/mab.2014.0075.","Monoclon Antib Immunodiagn Immunother.  2015","PubMed","citation","PMID:25723277","pubmed","25723277","create date:2015/02/28 | first author:Higashi K",
"An essential role of the arginine vasotocin system in mate-guarding behaviors in triadic relationships of medaka fish (Oryzias latipes).","/pubmed/25719383","Yokoi S, Okuyama T, Kamei Y, Naruse K, Taniguchi Y, Ansai S, Kinoshita M, Young LJ, Takemori N, Kubo T, Takeuchi H.","PLoS Genet. 2015 Feb 26;11(2):e1005009. doi: 10.1371/journal.pgen.1005009. eCollection 2015.","PLoS Genet.  2015","PubMed","citation","PMID:25719383 | PMCID:PMC4342251","pubmed","25719383","create date:2015/02/27 | first author:Yokoi S",
"Structural basis for self-assembly of a cytolytic pore lined by protein and lipid.","/pubmed/25716479","Tanaka K, Caaveiro JM, Morante K, González-Mañas JM, Tsumoto K.","Nat Commun. 2015 Feb 26;6:6337. doi: 10.1038/ncomms7337.","Nat Commun.  2015","PubMed","citation","PMID:25716479 | PMCID:PMC4351601","pubmed","25716479","create date:2015/02/27 | first author:Tanaka K",
"Induction of indoleamine 2, 3-dioxygenase in human dendritic cells by a cholera toxin B subunit-proinsulin vaccine.","/pubmed/25714914","Mbongue JC, Nicholas DA, Zhang K, Kim NS, Hamilton BN, Larios M, Zhang G, Umezawa K, Firek AF, Langridge WH.","PLoS One. 2015 Feb 25;10(2):e0118562. doi: 10.1371/journal.pone.0118562. eCollection 2015.","PLoS One.  2015","PubMed","citation","PMID:25714914 | PMCID:PMC4340906","pubmed","25714914","create date:2015/02/26 | first author:Mbongue JC",
"GlycanAnalysis Plug-in: a database search tool for N-glycan structures using mass spectrometry.","/pubmed/25712693","Morimoto K, Nishikaze T, Yoshizawa AC, Kajihara S, Aoshima K, Oda Y, Tanaka K.","Bioinformatics. 2015 Jul 1;31(13):2217-9. doi: 10.1093/bioinformatics/btv110. Epub 2015 Feb 23.","Bioinformatics.  2015","PubMed","citation","PMID:25712693","pubmed","25712693","create date:2015/02/26 | first author:Morimoto K",
"Quantitative Determination of Luminal and Abluminal Membrane Distributions of Transporters in Porcine Brain Capillaries by Plasma Membrane Fractionation and Quantitative Targeted Proteomics.","/pubmed/25703048","Kubo Y, Ohtsuki S, Uchida Y, Terasaki T.","J Pharm Sci. 2015 Sep;104(9):3060-8. doi: 10.1002/jps.24398. Epub 2015 Feb 20.","J Pharm Sci.  2015","PubMed","citation","PMID:25703048","pubmed","25703048","create date:2015/02/24 | first author:Kubo Y",
"Editorial medical proteomics.","/pubmed/25701622","Sitek B, Meyer HE, Kondo T.","Biochim Biophys Acta. 2015 Jun;1854(6):517-8. doi: 10.1016/j.bbapap.2015.02.006. Epub 2015 Feb 18. No abstract available. ","Biochim Biophys Acta.  2015","PubMed","citation","PMID:25701622","pubmed","25701622","create date:2015/02/24 | first author:Sitek B",
